household_id,house_size,sqft,occupants,owns_PhoneCharging,owns_Radio,owns_TV,owns_IronBox,owns_ElectricKettle,owns_Fridge,owns_Microwave,owns_WashingMachine,owns_Laptop,owns_DeepFreezer,owns_Fan,owns_WaterHeater,monthly_consumption_kwh,monthly_bill_kes
H00281,2 Beds,889.0,3,1,1,1,1,0,1,1,0,0,0.0,0,1,204.05,5248
H00282,1 Bed,598.0,3,1,1,1,0,0,1,0,0,0,0.0,0,0,98.08,2294
H00283,Studio,439.0,2,1,0,1,1,0,1,0,0,0,0.0,0,1,170.35,4306
H00284,2 Beds,917.0,3,1,0,0,1,1,1,0,1,0,1.0,0,0,145.22,3604
H00285,2 Beds,899.0,2,1,1,1,1,0,0,0,0,1,0.0,1,0,80.84,1865
H00286,1 Bed,651.0,2,1,1,1,1,0,1,0,1,1,1.0,0,0,165.05,4158
H00287,1 Bed,650.0,3,1,0,1,0,1,0,1,0,0,0.0,1,1,150.23,3744
H00288,2 Beds,925.0,2,1,0,0,1,0,1,0,0,0,0.0,1,0,95.49,2229
H00289,2 Beds,847.0,5,1,1,0,1,0,1,1,0,1,0.0,1,0,134.93,3317
H00290,3+ Beds,1177.0,7,1,0,0,1,0,0,0,0,1,0.0,0,0,126.82,3091
H00291,Studio,464.0,1,1,1,1,1,0,0,0,0,0,0.0,0,0,55.28,1229
H00292,1 Bed,651.0,1,1,0,1,1,1,1,1,0,0,0.0,0,0,121.11,2931
H00293,2 Beds,858.0,3,1,0,1,0,1,1,1,0,0,0.0,0,1,181.13,4608
H00294,2 Beds,889.0,4,1,1,0,0,0,0,0,0,0,1.0,1,0,139.81,3453
H00295,2 Beds,872.0,5,1,1,0,1,0,1,0,1,1,0.0,0,0,147.38,3665
H00296,3+ Beds,1200.0,4,1,1,1,1,0,0,0,0,0,1.0,0,0,162.97,4100
H00297,3+ Beds,1135.0,4,1,1,1,1,1,0,0,1,0,0.0,1,0,136.64,3365
H00298,3+ Beds,1137.0,7,1,1,1,1,1,0,0,0,0,0.0,1,1,198.84,5102
H00299,2 Beds,844.0,4,1,0,1,1,0,1,0,0,0,0.0,0,1,170.92,4322
H00300,1 Bed,644.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,90.91,2115
H00301,2 Beds,995.0,3,1,0,1,1,0,0,0,0,1,0.0,0,0,84.08,1945
H00302,1 Bed,687.0,2,1,0,1,1,0,1,0,0,1,0.0,1,1,147.99,3682
H00303,2 Beds,947.0,4,1,1,1,1,1,0,0,0,1,1.0,0,0,183.31,4668
H00304,2 Beds,900.0,5,1,0,1,1,1,1,0,0,1,0.0,0,0,161.92,4071
H00305,2 Beds,961.0,5,1,1,1,1,1,1,0,0,1,0.0,1,0,170.13,4300
H00306,1 Bed,663.0,3,1,1,1,1,1,1,0,1,0,0.0,1,0,145.49,3612
H00307,1 Bed,652.0,2,1,0,0,1,0,1,0,0,0,0.0,1,0,90.09,2095
H00308,1 Bed,691.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,101.25,2376
H00309,Studio,402.0,1,1,1,1,1,0,0,0,0,0,0.0,0,0,49.81,1093
H00310,3+ Beds,1115.0,6,1,0,1,1,0,0,0,0,1,0.0,1,0,136.37,3357
H00311,2 Beds,853.0,4,1,0,1,0,1,0,0,0,0,,1,0,95.4,2227
H00312,1 Bed,704.0,1,1,1,1,1,1,0,1,0,0,0.0,0,0,86.38,2002
H00313,2 Beds,934.0,4,1,1,0,1,0,1,0,0,0,0.0,0,0,137.77,3396
H00314,2 Beds,907.0,3,1,0,1,1,1,0,1,0,0,0.0,0,0,90.7,2110
H00315,1 Bed,640.0,3,1,1,1,1,1,0,0,0,1,1.0,0,0,139.54,3446
H00316,3+ Beds,1193.0,7,1,1,0,0,0,0,0,0,1,0.0,0,0,126.88,3092
H00317,3+ Beds,1214.0,5,1,0,0,0,0,0,0,0,0,0.0,0,0,83.43,1929
H00318,1 Bed,616.0,3,0,1,1,0,0,1,0,0,0,0.0,0,0,96.75,2260
H00319,Studio,479.0,1,1,1,0,0,1,0,0,0,0,0.0,1,0,43.5,936
H00320,2 Beds,862.0,3,1,1,1,0,0,0,1,0,1,0.0,1,0,106.89,2534
H00321,3+ Beds,1251.0,4,0,1,1,1,1,1,0,0,1,0.0,0,0,178.65,4538
H00322,Studio,436.0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,66.28,1502
H00323,2 Beds,863.0,3,1,1,1,0,0,0,0,1,0,0.0,1,1,145.92,3624
H00324,3+ Beds,1188.0,5,1,1,1,0,1,0,1,0,0,0.0,1,0,134.77,3313
H00325,3+ Beds,1163.0,7,1,0,1,1,0,0,1,0,1,0.0,1,0,150.65,3756
H00326,Studio,444.0,1,1,0,1,1,1,0,0,0,1,0.0,0,1,92.08,2144
H00327,Studio,379.0,2,1,1,1,1,1,1,0,0,0,0.0,1,1,172.51,4367
H00328,3+ Beds,1180.0,5,1,0,1,0,0,1,0,0,1,0.0,0,0,150.77,3759
H00329,Studio,452.0,2,1,1,1,1,0,1,0,0,0,0.0,1,1,153.66,3840
H00330,1 Bed,664.0,1,1,0,0,0,0,1,0,0,0,0.0,0,0,66.58,1510
H00331,2 Beds,884.0,2,1,0,0,0,1,0,0,0,0,0.0,1,1,123.4,2995
H00332,1 Bed,696.0,1,1,1,1,1,1,0,0,0,0,0.0,0,0,63.08,1423
H00333,2 Beds,833.0,4,1,1,1,1,1,0,0,0,0,0.0,1,1,146.68,3645
H00334,1 Bed,641.0,3,1,1,0,1,0,1,0,0,0,0.0,1,0,105.38,2492
H00335,3+ Beds,1180.0,5,1,0,1,0,0,0,0,0,0,0.0,0,0,111.01,2649
H00336,1 Bed,649.0,1,1,0,1,1,0,1,0,1,1,1.0,1,0,186.85,4767
H00337,2 Beds,889.0,4,1,0,0,1,1,0,0,0,1,0.0,1,0,86.3,2000
H00338,Studio,503.0,2,1,1,1,1,1,0,1,0,0,0.0,1,1,134.23,3297
H00339,1 Bed,649.0,1,1,0,1,0,1,0,0,0,0,0.0,1,0,40.61,864
H00340,Studio,413.0,2,1,0,1,1,1,0,1,0,0,0.0,1,1,118.24,2851
H00341,1 Bed,746.0,1,1,0,1,1,1,1,0,0,1,0.0,0,0,150.45,3751
H00342,1 Bed,651.0,1,1,1,1,1,0,0,0,0,1,0.0,0,0,62.53,1409
H00343,2 Beds,893.0,5,1,1,0,1,0,1,0,0,0,0.0,1,0,128.42,3135
H00344,1 Bed,683.0,2,1,1,1,1,0,1,1,1,1,0.0,0,0,150.84,3761
H00345,Studio,426.0,2,1,0,1,1,0,0,1,1,1,0.0,1,0,83.11,1921
H00346,3+ Beds,1190.0,5,1,1,1,1,0,1,0,0,1,0.0,0,0,167.41,4224
H00347,3+ Beds,1232.0,6,1,0,1,1,1,1,1,0,0,0.0,1,1,220.57,5709
H00348,3+ Beds,1153.0,3,1,1,1,1,1,0,0,0,1,0.0,0,1,166.41,4196
H00349,1 Bed,631.0,3,0,0,1,0,0,1,0,1,1,0.0,0,0,119.09,2875
H00350,1 Bed,686.0,2,1,1,0,0,1,1,0,0,0,0.0,0,0,112.81,2699
H00351,1 Bed,719.0,2,1,1,1,1,1,0,1,1,0,0.0,0,0,106.19,2514
H00352,Studio,446.0,2,1,1,1,0,0,0,0,0,1,1.0,0,0,96.44,2253
H00353,Studio,445.0,1,1,1,1,1,0,0,1,0,0,0.0,0,0,55.18,1226
H00354,2 Beds,941.0,3,1,0,1,1,1,1,0,1,0,0.0,0,0,162.96,4100
H00355,Studio,392.0,1,1,0,1,1,0,0,0,0,1,0.0,0,0,55.34,1230
H00356,1 Bed,622.0,3,1,1,0,1,1,1,0,0,0,0.0,1,0,139.49,3444
H00357,3+ Beds,,5,1,1,0,1,0,0,0,0,0,0.0,1,0,109.74,2613
H00358,1 Bed,569.0,2,1,1,1,1,0,0,1,0,0,0.0,0,0,76.11,1747
H00359,1 Bed,536.0,2,1,1,1,1,1,1,0,0,0,1.0,1,0,162.24,4080
H00360,2 Beds,883.0,3,1,1,1,1,1,1,0,0,1,1.0,1,0,253.38,6626
H00361,1 Bed,684.0,1,1,0,0,1,0,1,0,0,0,0.0,0,0,88.54,2056
H00362,2 Beds,925.0,2,1,0,1,1,1,1,0,0,0,0.0,0,0,119.3,2880
H00363,1 Bed,698.0,1,1,0,0,1,1,1,0,0,1,0.0,1,0,111.65,2667
H00364,2 Beds,,3,1,1,0,1,0,1,0,0,0,0.0,0,0,133.72,3283
H00365,2 Beds,893.0,3,1,0,1,0,1,1,0,1,0,,1,0,123.36,2994
H00366,2 Beds,951.0,4,1,0,0,1,0,1,0,0,0,0.0,1,0,118.98,2872
H00367,1 Bed,615.0,1,1,1,1,1,0,0,0,1,0,0.0,0,0,45.99,997
H00368,2 Beds,848.0,4,1,0,1,1,1,1,0,1,0,0.0,0,0,137.0,3375
H00369,3+ Beds,1212.0,7,1,0,0,1,1,1,0,0,0,0.0,0,0,140.41,3470
H00370,1 Bed,649.0,1,1,1,1,1,0,0,0,1,1,0.0,0,0,80.77,1863
H00371,Studio,474.0,2,1,1,1,1,1,0,0,0,0,0.0,1,1,138.86,3427
H00372,Studio,449.0,1,1,0,0,1,1,0,0,0,0,0.0,0,0,35.2,729
H00373,3+ Beds,1247.0,5,1,0,1,0,0,1,1,0,0,0.0,0,0,149.89,3735
H00374,3+ Beds,1226.0,4,1,0,1,1,0,0,1,0,1,0.0,1,0,113.54,2720
H00375,1 Bed,,3,1,0,1,1,0,1,0,0,1,0.0,1,0,133.24,3270
H00376,3+ Beds,1184.0,4,1,1,1,1,1,1,0,0,1,0.0,0,0,141.0,3487
H00377,1 Bed,677.0,2,1,0,1,1,1,1,0,0,0,0.0,1,0,154.09,3852
H00378,2 Beds,873.0,5,1,1,1,1,0,1,1,0,0,0.0,0,0,154.29,3858
H00379,1 Bed,686.0,3,1,1,1,1,1,1,1,0,0,1.0,1,0,199.86,5131
H00380,3+ Beds,1244.0,7,1,0,1,1,1,0,1,0,0,0.0,0,0,144.01,3571
H00381,Studio,486.0,2,1,1,1,0,1,1,0,0,1,0.0,0,1,134.54,3306
H00382,1 Bed,599.0,1,0,0,0,0,0,1,1,1,1,0.0,1,0,109.95,2619
H00383,2 Beds,916.0,4,1,0,1,0,0,1,0,0,0,0.0,1,0,133.44,3275
H00384,Studio,464.0,1,1,0,1,1,1,0,0,0,0,0.0,1,1,111.35,2658
H00385,1 Bed,683.0,2,1,0,0,1,1,1,0,0,0,0.0,1,1,160.43,4029
H00386,1 Bed,588.0,3,1,0,1,0,1,1,0,0,0,1.0,0,0,184.04,4689
H00387,3+ Beds,1176.0,7,1,1,1,1,0,1,0,0,0,0.0,1,0,180.45,4589
H00388,2 Beds,896.0,5,1,0,1,1,0,1,1,0,0,0.0,0,0,136.42,3359
H00389,3+ Beds,1254.0,6,1,0,1,1,1,0,0,0,0,0.0,1,0,146.13,3630
H00390,2 Beds,,2,1,1,1,1,1,1,0,0,1,1.0,0,0,157.22,3940
H00391,2 Beds,934.0,5,1,1,1,1,0,1,0,0,0,1.0,1,1,236.4,6151
H00392,3+ Beds,1205.0,5,1,0,1,0,1,1,0,0,1,0.0,1,0,180.12,4579
H00393,2 Beds,975.0,4,1,1,0,1,0,1,0,0,0,0.0,0,1,153.51,3836
H00394,2 Beds,912.0,2,1,1,1,1,0,1,0,0,1,,0,0,137.8,3397
H00395,1 Bed,586.0,3,1,1,1,1,0,1,0,1,1,0.0,1,0,136.54,3362
H00396,1 Bed,638.0,3,1,1,1,0,0,1,1,0,1,0.0,0,0,101.4,2380
H00397,2 Beds,909.0,3,1,1,1,1,0,1,0,0,1,0.0,0,0,113.12,2708
H00398,1 Bed,699.0,1,1,1,0,1,1,1,1,0,0,0.0,0,1,140.27,3466
H00399,3+ Beds,1225.0,4,1,1,0,1,0,0,0,0,0,0.0,0,1,129.21,3157
H00400,2 Beds,888.0,2,1,1,0,1,0,0,1,0,1,0.0,1,1,136.29,3355
H00401,1 Bed,600.0,3,1,1,0,0,0,1,0,0,0,1.0,0,0,131.26,3215
H00402,3+ Beds,1201.0,5,1,1,1,1,1,0,0,0,1,0.0,0,0,132.53,3250
H00403,1 Bed,645.0,3,1,0,0,0,0,0,0,0,0,0.0,0,0,58.65,1312
H00404,2 Beds,951.0,2,1,0,1,0,0,1,1,0,0,0.0,0,1,173.82,4403
H00405,Studio,486.0,1,1,1,0,0,0,1,0,0,1,1.0,1,0,141.71,3506
H00406,3+ Beds,1145.0,6,1,1,1,1,1,1,0,0,0,1.0,0,0,218.92,5663
H00407,2 Beds,809.0,3,1,1,1,1,0,1,1,0,1,0.0,1,0,112.72,2697
H00408,3+ Beds,1183.0,4,1,0,1,1,0,1,0,0,0,0.0,1,0,130.13,3183
H00409,1 Bed,660.0,2,1,0,1,1,0,1,0,0,1,0.0,0,0,106.07,2511
H00410,3+ Beds,1161.0,7,0,1,1,1,0,1,1,0,1,0.0,0,0,200.06,5136
H00411,2 Beds,879.0,4,1,1,0,1,1,1,0,0,1,1.0,1,0,181.27,4611
H00412,2 Beds,946.0,3,1,1,1,1,0,0,1,0,1,0.0,1,0,106.85,2533
H00413,3+ Beds,1228.0,3,1,1,1,1,1,0,0,0,1,0.0,0,0,123.34,2993
H00414,1 Bed,582.0,2,1,1,1,1,1,1,0,0,1,0.0,0,1,213.34,5507
H00415,1 Bed,,1,1,1,1,1,1,1,0,0,0,0.0,0,0,133.26,3270
H00416,2 Beds,,4,1,0,1,1,0,1,0,0,0,0.0,1,0,146.42,3638
H00417,3+ Beds,1191.0,7,1,0,1,1,1,1,0,1,0,0.0,1,1,220.74,5714
H00418,1 Bed,672.0,1,1,1,1,1,0,0,0,0,1,0.0,0,0,74.05,1696
H00419,2 Beds,922.0,5,1,1,1,1,1,0,0,1,0,0.0,1,0,115.04,2761
H00420,1 Bed,747.0,3,1,1,1,1,0,1,0,1,0,0.0,0,0,120.95,2927
H00421,2 Beds,908.0,5,1,0,1,1,0,0,0,0,0,0.0,0,0,102.06,2399
H00422,2 Beds,871.0,5,1,0,1,1,0,1,0,0,0,0.0,1,0,143.46,3555
H00423,Studio,430.0,2,1,0,1,1,0,0,0,0,0,0.0,0,0,59.15,1325
H00424,2 Beds,928.0,5,1,0,1,0,0,0,0,0,0,,0,1,98.58,2306
H00425,Studio,525.0,1,1,1,1,1,0,1,1,1,0,0.0,1,0,114.86,2756
H00426,3+ Beds,1223.0,6,1,1,1,0,0,1,1,0,1,1.0,0,0,222.26,5756
H00427,1 Bed,671.0,3,1,0,1,1,0,0,0,0,0,0.0,0,0,72.58,1659
H00428,1 Bed,660.0,2,1,0,1,1,0,1,1,0,0,0.0,0,1,195.33,5004
H00429,2 Beds,882.0,5,1,0,0,1,1,1,0,0,1,0.0,1,0,143.5,3556
H00430,2 Beds,902.0,3,1,0,0,0,1,1,0,1,1,0.0,0,0,119.62,2889
H00431,2 Beds,852.0,5,1,1,1,1,1,0,1,0,1,0.0,0,0,126.34,3077
H00432,Studio,479.0,1,1,0,0,1,0,1,1,1,0,0.0,0,0,80.62,1859
H00433,2 Beds,918.0,2,1,0,1,0,1,0,0,0,0,0.0,0,0,74.23,1700
H00434,2 Beds,907.0,3,1,0,1,1,1,0,0,1,0,0.0,0,0,80.11,1846
H00435,3+ Beds,1166.0,6,1,0,1,1,1,0,1,0,1,1.0,0,0,234.02,6085
H00436,Studio,439.0,1,1,0,1,1,1,0,0,0,1,0.0,0,0,55.09,1224
H00437,1 Bed,627.0,1,0,1,1,1,0,1,0,0,0,1.0,1,0,163.82,4124
H00438,2 Beds,912.0,5,1,1,1,1,1,1,0,0,1,0.0,0,0,155.99,3905
H00439,2 Beds,888.0,4,1,0,1,1,0,0,1,0,0,0.0,1,0,97.57,2281
H00440,Studio,464.0,1,1,1,1,1,0,0,1,0,0,0.0,0,0,55.68,1239
H00441,2 Beds,936.0,4,1,1,0,1,1,0,0,0,0,0.0,0,1,126.34,3077
H00442,1 Bed,699.0,3,1,0,0,1,0,1,0,1,0,0.0,0,0,106.66,2527
H00443,1 Bed,610.0,3,1,1,1,1,1,0,0,1,1,0.0,0,1,129.41,3163
H00444,3+ Beds,1187.0,7,1,0,1,1,1,1,1,0,0,0.0,1,0,198.62,5096
H00445,1 Bed,607.0,2,1,0,1,1,0,1,0,0,0,0.0,1,0,103.0,2425
H00446,1 Bed,699.0,2,1,0,1,1,1,1,0,0,0,0.0,0,0,118.34,2854
H00447,2 Beds,866.0,3,0,1,1,1,0,0,0,0,0,0.0,0,0,76.27,1751
H00448,2 Beds,953.0,5,1,0,1,1,0,1,0,0,0,0.0,1,0,150.89,3763
H00449,2 Beds,880.0,2,1,1,1,1,1,0,0,1,1,0.0,1,0,111.23,2655
H00450,3+ Beds,,3,1,1,0,1,1,0,1,0,0,0.0,0,0,96.95,2265
H00451,1 Bed,629.0,1,1,1,0,1,1,0,0,0,1,0.0,1,0,69.18,1574
H00452,2 Beds,891.0,3,1,0,1,0,0,0,0,0,1,0.0,1,0,74.01,1695
H00453,3+ Beds,1205.0,7,1,0,1,1,1,1,0,1,1,0.0,1,0,183.76,4681
H00454,2 Beds,903.0,3,1,0,1,0,1,0,0,0,0,1.0,0,0,144.59,3587
H00455,2 Beds,894.0,2,1,0,1,1,0,0,0,0,0,0.0,1,0,73.69,1687
H00456,1 Bed,,3,1,0,1,1,0,1,1,0,1,0.0,0,0,125.25,3047
H00457,2 Beds,947.0,5,1,0,1,1,0,1,0,0,0,0.0,0,0,156.11,3909
H00458,1 Bed,684.0,1,1,1,0,0,0,0,1,1,1,0.0,0,0,56.51,1259
H00459,2 Beds,881.0,5,1,0,1,1,1,1,1,0,0,0.0,1,0,187.73,4792
H00460,1 Bed,577.0,3,1,1,1,1,0,1,1,0,1,0.0,0,0,133.97,3290
H00461,1 Bed,654.0,2,1,0,1,1,0,1,1,0,1,0.0,0,0,133.28,3271
H00462,2 Beds,789.0,3,1,1,1,1,1,0,0,0,1,0.0,0,0,89.59,2082
H00463,2 Beds,926.0,5,1,0,1,1,1,1,1,0,1,0.0,0,1,213.31,5506
H00464,1 Bed,674.0,3,1,1,1,0,0,0,1,0,0,0.0,0,1,107.24,2544
H00465,3+ Beds,1152.0,6,1,1,1,1,0,1,0,0,1,0.0,0,0,173.28,4388
H00466,1 Bed,673.0,1,1,1,1,1,0,1,1,0,0,0.0,0,1,131.17,3212
H00467,3+ Beds,1174.0,5,1,1,1,1,0,0,0,1,0,0.0,1,0,121.7,2947
H00468,2 Beds,949.0,4,1,0,1,1,0,1,0,0,1,1.0,0,0,177.41,4504
H00469,1 Bed,620.0,1,1,1,1,1,0,0,0,0,1,0.0,0,0,52.91,1170
H00470,2 Beds,867.0,4,1,0,1,1,0,1,0,0,1,0.0,1,0,152.46,3807
H00471,Studio,424.0,1,1,0,0,0,0,0,0,1,0,0.0,0,0,36.78,768
H00472,1 Bed,659.0,3,1,1,1,1,1,0,0,0,0,0.0,0,1,118.23,2851
H00473,3+ Beds,1159.0,3,1,1,1,1,0,1,1,1,1,0.0,1,0,175.88,4461
H00474,2 Beds,988.0,4,1,1,0,0,1,0,1,0,1,0.0,0,0,75.44,1730
H00475,2 Beds,885.0,3,1,1,1,1,1,1,0,0,0,0.0,1,0,140.39,3470
H00476,2 Beds,969.0,3,1,1,0,1,1,0,1,0,0,0.0,0,0,77.7,1786
H00477,2 Beds,889.0,2,1,0,1,1,0,0,0,0,0,0.0,1,0,55.16,1226
H00478,2 Beds,887.0,2,0,1,0,1,0,1,1,0,0,0.0,0,0,111.54,2664
H00479,1 Bed,622.0,2,1,0,1,1,0,0,0,0,0,0.0,0,0,65.86,1492
H00480,1 Bed,620.0,1,1,1,1,1,0,1,0,0,1,0.0,1,0,108.21,2571
H00481,1 Bed,667.0,2,1,0,1,0,1,0,0,0,0,1.0,0,0,128.16,3128
H00482,1 Bed,697.0,2,1,0,1,0,0,1,1,1,1,0.0,0,1,154.43,3862
H00483,1 Bed,654.0,3,1,0,1,1,0,1,1,0,0,0.0,0,1,188.74,4820
H00484,3+ Beds,1165.0,6,1,0,1,1,0,1,0,1,0,0.0,0,0,170.72,4317
H00485,1 Bed,658.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,78.18,1798
H00486,1 Bed,619.0,1,1,1,0,1,1,0,0,0,0,0.0,1,1,126.13,3071
H00487,1 Bed,545.0,2,1,1,1,1,0,0,0,0,0,0.0,1,1,107.63,2554
H00488,2 Beds,905.0,5,1,1,1,0,1,1,0,0,0,0.0,0,1,188.22,4806
H00489,3+ Beds,1132.0,3,1,1,0,0,1,0,0,0,0,0.0,0,0,77.11,1772
H00490,3+ Beds,1175.0,6,1,1,1,0,0,0,0,0,1,0.0,0,0,125.8,3062
H00491,1 Bed,652.0,1,1,1,1,1,1,0,0,0,1,0.0,1,0,79.74,1837
H00492,1 Bed,634.0,2,1,1,1,1,0,1,1,0,1,0.0,0,0,123.61,3001
H00493,3+ Beds,1190.0,3,1,0,1,1,1,1,1,0,0,1.0,1,1,251.84,6583
H00494,1 Bed,711.0,3,1,1,1,1,0,1,0,0,0,0.0,0,0,154.45,3862
H00495,2 Beds,937.0,5,1,1,1,1,1,0,0,0,0,0.0,0,0,116.8,2811
H00496,Studio,509.0,1,1,0,1,0,0,0,1,1,1,0.0,1,1,138.85,3427
H00497,3+ Beds,1208.0,4,1,0,1,1,1,1,1,1,0,0.0,0,0,188.18,4804
H00498,1 Bed,,3,1,1,1,1,0,0,1,0,1,0.0,1,0,86.95,2017
H00499,1 Bed,719.0,3,1,1,1,1,0,1,0,0,0,0.0,0,1,160.32,4026
H00500,1 Bed,625.0,2,1,0,1,1,1,0,0,0,0,0.0,0,0,76.46,1756
H00501,1 Bed,663.0,2,1,0,1,1,1,1,0,0,0,0.0,0,0,128.3,3132
H00502,3+ Beds,1205.0,4,1,1,1,1,0,0,0,0,0,0.0,0,1,133.65,3281
H00503,3+ Beds,1211.0,7,1,0,0,1,0,0,0,0,0,0.0,0,0,93.35,2176
H00504,1 Bed,,2,1,0,1,1,1,1,1,0,0,0.0,1,0,137.99,3403
H00505,2 Beds,905.0,5,1,1,0,1,1,0,0,0,0,0.0,0,0,98.45,2303
H00506,1 Bed,682.0,1,1,1,0,1,1,1,0,0,0,0.0,0,0,85.31,1976
H00507,1 Bed,617.0,1,1,1,0,1,1,0,0,0,1,0.0,1,0,69.97,1594
H00508,2 Beds,919.0,4,1,1,0,1,1,1,1,0,0,0.0,0,0,138.1,3406
H00509,1 Bed,609.0,2,1,1,1,0,1,1,0,0,0,0.0,1,0,96.99,2266
H00510,1 Bed,692.0,1,1,1,1,0,0,0,1,0,0,0.0,1,0,52.27,1154
H00511,2 Beds,938.0,5,1,1,0,1,0,0,0,0,0,0.0,1,1,142.58,3531
H00512,2 Beds,892.0,3,1,1,0,0,1,0,0,0,1,0.0,1,0,71.5,1632
H00513,Studio,430.0,2,1,1,1,1,1,1,1,0,0,0.0,0,0,93.96,2191
H00514,2 Beds,899.0,3,1,0,1,1,1,1,1,1,0,0.0,1,0,127.04,3097
H00515,3+ Beds,1221.0,3,1,1,0,1,0,0,1,1,0,0.0,0,0,111.32,2658
H00516,1 Bed,591.0,1,1,0,1,1,1,1,0,0,0,0.0,1,0,107.26,2544
H00517,Studio,410.0,1,1,1,1,0,0,1,1,0,0,0.0,1,0,95.97,2241
H00518,2 Beds,936.0,4,1,0,0,1,1,1,0,0,0,0.0,1,0,149.37,3720
H00519,1 Bed,641.0,1,1,1,0,0,1,0,1,0,0,0.0,1,0,63.23,1426
H00520,2 Beds,849.0,3,1,0,1,1,0,1,1,0,0,0.0,0,1,139.39,3442
H00521,1 Bed,563.0,1,1,1,1,1,0,1,0,0,0,0.0,0,1,125.38,3050
H00522,2 Beds,882.0,5,1,1,1,1,0,1,0,0,1,0.0,0,1,180.11,4579
H00523,1 Bed,581.0,3,1,1,1,0,0,0,1,1,0,0.0,0,0,92.97,2166
H00524,1 Bed,654.0,1,1,0,0,1,1,1,1,0,0,0.0,0,0,98.84,2312
H00525,2 Beds,896.0,2,1,0,1,1,1,1,0,0,0,0.0,1,0,130.6,3196
H00526,2 Beds,971.0,4,1,1,0,1,1,0,0,1,1,0.0,0,0,111.69,2668
H00527,1 Bed,600.0,1,1,1,1,0,1,1,1,0,0,0.0,1,0,121.08,2930
H00528,3+ Beds,1224.0,4,1,0,1,1,0,0,0,1,1,1.0,1,0,179.55,4563
H00529,1 Bed,603.0,2,1,1,1,1,0,1,1,0,0,0.0,0,0,134.62,3308
H00530,1 Bed,609.0,3,1,0,1,1,0,1,0,1,0,0.0,0,0,115.63,2778
H00531,1 Bed,641.0,1,1,1,1,1,0,0,0,0,0,0.0,0,0,54.84,1218
H00532,Studio,416.0,2,1,1,1,0,0,0,0,0,0,0.0,1,0,34.79,719
H00533,1 Bed,720.0,1,1,0,1,1,1,1,0,0,0,0.0,0,0,104.12,2456
H00534,2 Beds,897.0,5,1,1,0,1,0,1,0,0,0,0.0,1,0,135.72,3339
H00535,2 Beds,870.0,5,1,1,1,0,1,0,0,0,0,0.0,0,0,97.23,2272
H00536,1 Bed,739.0,3,1,1,1,1,1,1,0,0,1,0.0,0,0,149.0,3710
H00537,Studio,418.0,1,1,1,1,0,1,1,1,0,0,0.0,0,0,103.05,2427
H00538,1 Bed,634.0,3,1,1,0,0,0,1,0,0,0,0.0,1,0,90.54,2106
H00539,2 Beds,891.0,2,1,1,0,1,0,1,0,0,0,0.0,0,1,136.06,3349
H00540,1 Bed,618.0,1,1,0,0,0,0,1,1,0,0,0.0,0,0,64.24,1452
H00541,3+ Beds,1222.0,7,1,1,0,0,0,1,1,0,0,1.0,0,0,202.84,5214
H00542,2 Beds,945.0,3,1,0,1,1,1,0,1,1,0,0.0,0,0,106.41,2520
H00543,2 Beds,848.0,3,1,0,0,1,1,1,0,0,1,0.0,0,0,112.08,2679
H00544,2 Beds,880.0,3,1,0,0,0,0,1,0,0,0,0.0,1,0,116.82,2811
H00545,2 Beds,884.0,2,1,1,0,0,0,1,0,1,0,0.0,0,0,87.77,2037
H00546,1 Bed,594.0,2,0,0,1,1,0,1,1,0,0,0.0,1,0,111.84,2672
H00547,1 Bed,597.0,2,1,1,1,1,1,1,0,0,0,0.0,0,0,129.15,3156
H00548,1 Bed,634.0,3,0,1,0,1,1,0,0,0,0,0.0,0,1,108.56,2580
H00549,1 Bed,613.0,2,1,1,1,1,1,0,0,0,0,0.0,1,0,62.49,1408
H00550,Studio,460.0,2,1,0,1,0,0,1,0,0,0,0.0,0,0,100.74,2362
H00551,1 Bed,680.0,3,0,0,1,0,1,1,0,0,1,0.0,1,0,136.75,3368
H00552,2 Beds,905.0,2,1,0,0,0,1,1,0,1,0,0.0,0,1,132.17,3240
H00553,Studio,459.0,1,1,1,1,1,0,0,0,0,0,0.0,0,0,49.97,1096
H00554,Studio,412.0,1,1,0,1,1,1,1,0,1,1,0.0,0,0,132.99,3263
H00555,1 Bed,625.0,1,1,1,1,0,1,1,0,0,0,0.0,1,0,115.38,2771
H00556,1 Bed,,2,1,0,1,1,0,0,0,0,1,0.0,0,0,77.27,1776
H00557,3+ Beds,1220.0,7,1,1,1,1,1,1,1,0,0,1.0,1,1,300.1,7931
H00558,Studio,445.0,1,1,1,1,1,0,0,0,1,0,0.0,1,1,115.46,2773
H00559,1 Bed,669.0,3,1,1,0,1,0,0,0,0,1,0.0,0,1,121.86,2952
H00560,1 Bed,638.0,2,1,1,1,1,0,0,0,0,0,,1,0,69.09,1572
H00561,1 Bed,603.0,2,1,1,0,1,0,1,0,0,1,0.0,1,0,122.15,2960
H00562,Studio,460.0,1,1,0,1,1,1,0,0,0,0,0.0,0,0,43.21,928
H00563,1 Bed,632.0,1,1,0,1,1,1,1,0,1,0,0.0,1,1,157.84,3957
